trial1,1,1,0.0089,0.3184,0.3095,0.0002,0.2025,0.2023,0.0237,0.2198,0.1961,0.0039,0.3364,0.3324,0.0904,0.3479,0.2575,-0.0851,0.0775,0.1626,-0.0134,0.2423,0.2557,0.0193,0.1682,0.1489,-0.0276,0.1719,0.1995,0.0134,0.2165,0.2031
trial1,1,1,0.0041,0.3102,0.3061,0.0021,0.2063,0.2042,0.0226,0.2184,0.1958,-0.0038,0.3226,0.3264,0.0879,0.3443,0.2564,-0.0849,0.0756,0.1605,-0.0177,0.2311,0.2488,0.0204,0.1698,0.1494,-0.0310,0.1664,0.1974,0.0135,0.2171,0.2036
trial1,1,1,0.0077,0.3194,0.3117,0.0047,0.2116,0.2069,0.0217,0.2175,0.1958,-0.0038,0.3226,0.3264,0.1157,0.3779,0.2622,-0.0879,0.0896,0.1775,-0.0152,0.2361,0.2513,0.0161,0.1628,0.1468,-0.0322,0.1627,0.1950,0.0132,0.2179,0.2047
trial1,1,1,0.0095,0.3256,0.3161,0.0046,0.2089,0.2043,0.0191,0.2150,0.1959,-0.0081,0.3148,0.3229,0.1420,0.4099,0.2678,-0.0876,0.0786,0.1662,-0.0164,0.2318,0.2482,0.0144,0.1579,0.1435,-0.0349,0.1566,0.1915,0.0100,0.2140,0.2040
trial1,1,1,0.0070,0.3218,0.3148,0.0049,0.2088,0.2039,0.0179,0.2125,0.1946,-0.0048,0.3244,0.3292,0.1333,0.3995,0.2662,-0.0875,0.0770,0.1645,-0.0191,0.2233,0.2424,0.0166,0.1613,0.1447,-0.0375,0.1501,0.1876,0.0100,0.2144,0.2044
trial1,1,1,0.0017,0.3128,0.3112,0.0059,0.2105,0.2045,0.0182,0.2123,0.1941,-0.0106,0.3157,0.3263,0.1290,0.3928,0.2639,-0.0875,0.0781,0.1656,-0.0231,0.2140,0.2370,0.0195,0.1656,0.1461,-0.0400,0.1443,0.1844,0.0097,0.2141,0.2044
trial1,1,1,-0.0032,0.3027,0.3059,0.0035,0.2059,0.2024,0.0196,0.2136,0.1940,-0.0141,0.3109,0.3250,0.1254,0.3887,0.2633,-0.0877,0.0773,0.1650,-0.0223,0.2129,0.2352,0.0203,0.1685,0.1482,-0.0405,0.1408,0.1814,0.0104,0.2163,0.2059
trial1,1,1,-0.0051,0.2979,0.3030,0.0052,0.2095,0.2043,0.0196,0.2117,0.1921,-0.0175,0.3067,0.3242,0.1224,0.3853,0.2629,-0.0882,0.0773,0.1654,-0.0196,0.2163,0.2358,0.0202,0.1681,0.1478,-0.0401,0.1404,0.1805,0.0111,0.2178,0.2066
trial1,1,1,-0.0068,0.2948,0.3016,0.0065,0.2120,0.2055,0.0187,0.2082,0.1896,-0.0205,0.3027,0.3232,0.1162,0.3770,0.2608,-0.0878,0.0765,0.1643,-0.0215,0.2097,0.2313,0.0202,0.1677,0.1476,-0.0405,0.1386,0.1791,0.0102,0.2156,0.2054
trial1,1,1,-0.0066,0.2936,0.3002,0.0076,0.2143,0.2067,0.0181,0.2069,0.1887,-0.0208,0.3021,0.3229,0.1115,0.3714,0.2599,-0.0873,0.0761,0.1634,-0.0222,0.2055,0.2277,0.0201,0.1684,0.1482,-0.0413,0.1358,0.1771,0.0099,0.2147,0.2047
